# Extracted from
# From  bitsavers.org  bitsavers/components/signetics/_dataBooks/1991_Signetics_Master_Product_Catalog.pdf
SAA1101T	UNIVERSAL SYNC GEN 5V
SAA1300	TUNER SWITCHING CIRCUIT
SAA3004P	REMOTE CONTROL TRANSMITTER
SAA3004T	REMOTE CONTROL TRANSMITTER
SAA3007P	LV IR TRANSMITTER 38KHZ
SAA3010P	IR TRANSMITTER
SAA3010T	IR TRANSMITTER
SAA3049P	REMOTE CONTROL DECODER
SAA5231	VIDEO PROCESSOR
SAA5245P	COMPUTR CONTRL TELETEXT IC525L
SAA7151WP	DIGITAL MULTISTANDARD DECODER
SAA7157AP	CLOCK GENERATOR CIRCUIT
SAA7157AT	CLOCK GENERATOR CIRCUIT
SAA7191WP	DIGITAL MULTISTD VIDEO DECODER
SAA7192AWP	DIGITAL COLOR SPACE CONVERTER
SAA7192WP	DIGITAL COLOR SPACE CONVERTER
SAA7197AP	CLOCK GENERATOR CIRCUIT
SAA7197AT	CLOCK GENERATOR CIRCUIT
